target_lastauthor_year,sensitivity,include,how_close,status,academic_year,subfield,target_year,stanford_internal,open_data,open_materials,target_on_turk,replication_on_turk,within_between,single_vignette,repeated_measure,target_N,target_raw_stat,same_dir,replication_N,replication_raw_stat,replicated_instructor_code,replicated_report_code,adjudicated_replication_code,target_df_1,target_df_2,target_tstat,target_fstat,target_p_calc,target_d_calc,target_d_calc_se,target_N_calc,target_ES,target_SE,rep_df_1,rep_df_2,rep_tstat,rep_fstat,rep_p_calc,rep_d_calc,rep_d_calc_se,rep_N_calc,rep_ES,rep_SE,predInt,predInt_from_d,p_orig,p_orig_from_d,predInt_with_tau,p_orig_with_tau,sub_rep
risen2008,NA,exp,close,done,2011-2012,social,2008,no,no,no,no,yes,between,1,1,120,"F(1,116)=4.15",NA,226,NA,0,0,NA,1,116,NA,4.15,0.04391040635552726,0.3750706148203228,0.03449439816144786,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
savani2010,exp,stats,very close,done,2014-2015,social,2010,yes,no,no,no,yes,between,1,1,128,t(32)=4.25,yes,63,t(33)=1.16,0,0,NA,NA,32,4.25,NA,1.7265490971033715e-4,1.457737973711325,0.1488970588235294,34,NA,NA,NA,33,1.16,NA,0.25437279963410386,0.3921515741940317,0.11648261224489795,35,NA,NA,FALSE,FALSE,1.73399954395137e-8,1.73399954395137e-8,FALSE,1.6244839690782165e-4,0
schechtman2010,NA,exp,close,done,2018-2019,cognitive,2010,no,no,no,no,yes,within,0,252,39,NA,NA,20,t(1420)=-2.384,0.5,0.75,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,2.384,NA,0.01725631274976217,NA,0.0028163263959081653,1421,NA,NA,NA,NA,NA,NA,NA,NA,0.5
schnall2008,NA,stats,very close,done,2012-2013,social,2008,no,no,no,no,yes,between,1,6,40,"MSD2:m1=4.98(1.26),m2=5.81(1.47)",yes,90,"MSD2:m1=6.50(1.92),m2=6.67(1.51)",0.25,0,0,38,NA,-3.786139715010079,NA,5.296717025235537e-4,0.6062675626126827,0.10459450446845404,NA,0.8299999999999992,0.21922064753962459,88,NA,-0.9285367563190019,NA,0.3556691533650953,0.09842469932061243,0.044498263452424185,NA,0.16999999999999993,0.1830837593052653,FALSE,FALSE,0.020844855417902375,7.901828092293783e-6,FALSE,0.033441307386640196,0
sheppes2011,NA,stats,close,done,2021-2022,other-psych,2011,yes,no,no,no,yes,within,0,30,20,"F(1,19)=47.54",yes,17,"F(1,16)=158.92",1,1,NA,1,19,NA,47.54,1.4151358542768528e-6,1.5818044326521197,0.2500501253132832,21,NA,NA,1,16,NA,158.92,1.0040915008062433e-9,3.151586901863885,0.49812500000000004,18,NA,NA,FALSE,FALSE,0.004855833864463088,0.004855833864463088,FALSE,0.008399380765949482,1
sherman2012,NA,pred_int,very close,done,2012-2013,social,2012,no,no,no,no,yes,mixed,0,144,122,bse:b=-0.04(0.02),yes,137,bseb=-.08(.04),0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.04,TRUE,NA,0.37109336952269745,NA,NA,NA,0.5
storm2015,NA,stats,close,done,2015-2016,cognitive,2015,no,no,no,no,yes,mixed,0,6,48,"F(1,46)=7.89",yes,51,"F(1,46)=.206",0.5,0.5,NA,1,46,NA,7.89,0.007272955018957669,0.4141518310118099,0.08512001811594203,48,NA,NA,1,46,NA,0.206,0.6520550107912432,0.06691980924633018,0.08337998188405797,48,NA,NA,FALSE,FALSE,0.0035665999219207656,0.0035665999219207656,TRUE,0.15040079778376603,0.5
störmer2016,NA,stats,close,done,2016-2017,cognitive,2016,no,no,no,no,yes,within,0,1200,16,t(15)=2.51,yes,39,t(38)=-1.75,0.75,0.9,0.75,NA,15,2.51,NA,0.02402664114893714,0.6275,0.2623048828125,16,NA,NA,NA,38,1.75,NA,0.08819026351995418,0.2802242691589025,0.10357084155161078,39,NA,NA,TRUE,TRUE,0.21816514707805257,0.21816514707805257,TRUE,0.3233150903142392,0.75
suppes1965,NA,exp,very close,done,2017-2018,cognitive,1965,no,no,no,no,yes,within,0,8,157,NA,NA,26,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
tamir2012,NA,stats,very close,done,2012-2013,social,2012,no,no,no,no,yes,within,0,195,37,t(36)=3.32,yes,19,t(18)=-0.04,0.25,0.25,NA,NA,36,3.32,NA,0.0020702977651605513,0.5458046378537862,0.11213382030679328,37,NA,NA,NA,18,0.04,NA,0.9685334559246237,0.00917662935482247,0.21052853185595566,19,NA,NA,FALSE,FALSE,0.024465731065272278,0.024465731065272278,TRUE,0.09130064910685287,0.25
todd2016_2,NA,stats,close,done,2017-2018,social,2016,no,no,no,no,yes,within,0,288,62,"MSD4:m1=30.45(15.67713),m2=32.9(15.67498),m3=35.7(16.33677),m4=29.4(16.11366)",yes,14,"MSD4:m1=7.496705(6.881618),m2=13.51093(11.64632),m3=10.37363(11.09211),m4=11.48335(13.08902)",1,0.9,0.75,61,NA,-4.2837721997803735,NA,6.624695290519937e-5,0.5484808268031574,0.06694218723686028,NA,8.750000000000007,2.042592274269069,13,NA,-1.6187446492917053,NA,0.12949637917831502,0.44895898730032435,0.29291300615277616,NA,4.904505000000002,3.029820053549525,TRUE,TRUE,0.292617882825734,0.7404738297926914,TRUE,0.7860149622959685,0.75
tribushinina2011,NA,stats,close,done,2016-2017,non-psych,2011,no,no,no,no,yes,within,0,48,20,"MSD2:m1=1.65(.9),m2=2.6(1.3)",yes,35,"MSD2:m1=2.065805(0.9357695),m2=3.059859(1.2454133)",1,1,NA,19,NA,-3.7037818510274074,NA,0.0015066984673950943,0.8497058314499202,0.21805000000000002,NA,0.9500000000000002,0.2564945880212885,34,NA,-5.262046750186386,NA,7.848264313906113e-6,0.9024335726107018,0.12591980504249878,NA,0.9940539999999998,0.1889101422302623,TRUE,TRUE,0.8900082594892522,0.8341313328684594,TRUE,0.8722376092865329,1
verdugo2022,NA,stats,close,done,2022-2023,cognitive,2020,no,no,no,no,yes,within,0,232,34,"MSD2:m1=2.94(.33),m2=2.78(.3)",yes,31,"MSD2:m1=3.045977(.9111772),m2=2.940476(.9737666)",0.25,0.5,0.5,33,NA,2.9145704598292377,NA,0.006352567590246201,0.5073615937647941,0.12143258510040518,NA,0.16000000000000014,0.054896597013260884,30,NA,0.612786946796259,NA,0.5446349478693087,0.11187907790167637,0.12923414400116337,NA,0.10550100000000029,0.17216587355780857,TRUE,FALSE,0.7629653812691131,0.025737050743210643,TRUE,0.15019097233812762,0.5
vohs2006,NA,stats,close,done,2012-2013,social,2006,no,no,no,no,yes,between,1,1,40,t(38)=2.13,yes,86,t(85)=-0.58,0.5,0,0.25,NA,38,2.13,NA,0.03970673532974176,0.6735651416158647,0.105671125,40,NA,NA,NA,85,0.58,NA,0.5634489365978264,0.12436505404118418,0.04606590038314176,87,NA,NA,FALSE,FALSE,1.8956944429771028e-6,1.8956944429771028e-6,FALSE,0.021874071999320455,0.25
wal2021,NA,stats,close,done,2022-2023,other-psych,2021,no,yes,no,no,yes,between,0,256,321,t(556)=6.55,yes,47,t(65)=1.595,0.75,0.75,NA,NA,556,6.55,NA,1.3118148739243166e-10,0.5545672212341652,0.007444036561709125,558,NA,NA,NA,65,1.595,NA,0.11556344441658645,0.3897205274966136,0.06083494096680775,67,NA,NA,FALSE,FALSE,0.007152152377750687,0.007152152377750687,TRUE,0.4511209458181078,0.75
wilson2014,NA,stats,very close,done,2014-2015,social,2014,no,no,no,no,yes,between,1,1,30,t(28)=4.83,yes,52,t(49)=6.00,1,1,NA,NA,28,4.83,NA,4.414386365250765e-5,1.7636666351666348,0.18517533333333333,30,NA,NA,NA,49,6,NA,2.3404303906210566e-7,1.6803361008336117,0.10611303344867358,51,NA,NA,TRUE,TRUE,0.6962070641149878,0.6962070641149878,TRUE,0.7807741548319098,1
wiltermuth2011,NA,pred_int,very close,done,2016-2017,non-psych,2011,no,no,no,no,yes,between,1,1,127,"prop22/60,15/67",yes,36,"prop:11/19,9/17",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14278606965174126,0.08039760244717155,NA,NA,NA,NA,NA,NA,NA,NA,0.049535603715170295,0.16578557092474472,TRUE,NA,0.6127835492643599,NA,NA,NA,0
xu2015,no,stats,close,done,2015-2016,cognitive,2015,no,no,no,no,yes,within,0,180,12,"F(1,11)=32.04",yes,30,"F(1,26)=3.645357",0.5,0.9,0.75,1,11,NA,32.04,1.465382813315575e-4,1.7066714015085835,0.4197202797202797,13,NA,NA,1,26,NA,3.645357,0.06731991547686209,0.37444096792623865,0.14536082211538462,28,NA,NA,FALSE,FALSE,0.0027059131041913265,0.0027059131041913265,FALSE,0.006697233522700241,0.75
zangger2020,NA,pred_int,far,done,2022-2023,non-psych,2020,no,no,no,no,yes,between,1,1,540,bseb=1.025(.003),yes,250,bseb=1.037(.006),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025,0.003,NA,NA,NA,NA,NA,NA,NA,NA,1.037,0.006,TRUE,NA,0.07363827012030244,NA,NA,NA,1
zhao2016,NA,stats,close,done,2017-2018,cognitive,2016,no,no,no,no,yes,within,0,320,22,"F(1,21)=22.80",yes,14,"F(1,13)=29.83",0.5,1,0.75,1,21,NA,22.8,1.0214675253670852e-4,1.0419761445034554,0.19751552795031055,23,NA,NA,1,13,NA,29.83,1.0902720841884807e-4,1.5147987934426754,0.34315384615384614,15,NA,NA,TRUE,TRUE,0.23240624253543984,0.23240624253543984,TRUE,0.29143468620123736,0.75
zitek2012,NA,stats,very close,done,2014-2015,social,2012,no,no,no,no,yes,within,0,92,94,"MSD2:m1=459.32(63.06),m2=460.77(66.608)",yes,243,"MSD2:m1=572.1(179.3),m2=572.15(179.763)",0,0,NA,93,NA,-0.21559771061640207,NA,0.829773477380528,0.022356441140367795,0.042555850055640755,NA,1.4499999999999886,6.725488855398248,242,NA,-0.00433248100002879,NA,0.9965467603884997,2.7850242677111207e-4,0.01646090550939013,NA,0.049999999999954525,11.54073151148782,TRUE,TRUE,0.9165260550690006,0.6284833118057673,TRUE,0.9181725606231099,0
aryani2020,NA,stats,close,done,2020-2021,other-psych,2020,no,no,yes,no,yes,within,0,58,28,"MSE2:m1=3.45(.039),m2=2.43(.037)",yes,25,"MSE2:m1=3.79(.153),m2=2.73(.147)",1,1,NA,27,NA,38.670203198129386,NA,3.509014661654928e-25,7.442084075352509,1.131868131868132,NA,1.02,0.02637689786045244,24,NA,10.206679209924012,NA,3.2915493119722124e-10,2.083429669382265,0.24681358374524587,NA,1.06,0.1038535627698925,TRUE,FALSE,0.7089210776779906,3.734281263545469e-6,FALSE,5.327202713178991e-6,1
birch2007_2,NA,stats,very close,done,2018-2019,cognitive,2007,no,no,yes,no,yes,between,1,1,155,t(105)=-2.42,yes,73,t(70.25)=-0.65,0,0,NA,NA,105,2.42,NA,0.01723819923940708,0.46790046069810115,0.038406218883745305,107,NA,NA,NA,70.25,0.65,NA,0.5178122069441375,0.15294117647058825,0.055525197255779986,72.25,NA,NA,FALSE,FALSE,3.084309160072962e-6,3.084309160072962e-6,TRUE,0.15334041230013096,0
bourrat2011,NA,exp,close,done,2020-2021,other-psych,2011,no,no,yes,no,yes,between,1,2,91,NA,yes,90,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
catarino2015,exp,stats,close,done,2020-2021,other-psych,2015,no,no,yes,no,yes,within,0,60,18,"F(1,15)=33.548",yes,11,"MSE2:m1=3.06(.215),m2=2.96(.217)",0,0,NA,1,15,NA,33.548,3.552119843161923e-5,1.4955043742274152,0.30107450980392153,17,NA,NA,10,NA,0.6901370415236031,NA,0.5058087592217247,0.2182404948864787,0.3658013142549225,NA,0.10000000000000009,0.14489875775865022,FALSE,FALSE,0.007018461655143193,0.007018461655143193,FALSE,0.013713069872609118,0
child2018,NA,stats,very close,done,2020-2021,other-psych,2018,no,no,yes,no,yes,within,0,24,35,"MSD2:m1=2201(1284),m2=2350(1351)",yes,40,"MSD2:m1=1860(1510),m2=1.96(1.49)
",0.75,0.25,0.5,34,NA,-0.6592266506200769,NA,0.5141907095054434,0.11305643786957817,0.11446831083062511,NA,149,226.02241559841175,39,NA,10.867388722585188,NA,2.3039353399823085e-13,1.7401748928297904,0.13785260822043965,NA,1858.04,170.97391539317277,FALSE,FALSE,1.63567115407659e-9,0,FALSE,3.7653922202451895e-9,0.5
cohen2011,NA,exp,very close,done,2014-2015,cognitive,2011,no,no,yes,no,yes,within,1,1,30,NA,yes,28,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
durso2016,NA,exp,close,done,2018-2019,social,2016,no,yes,yes,no,yes,between,1,1,126,NA,NA,103,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
endress2009,NA,stats,very close,done,2012-2013,cognitive,2009,no,no,yes,no,yes,within,0,20,20,"MSD1:m1=53(10.7),comp=50",no,80,"MSD1:m1=49.9(11),comp=50",1,1,NA,19,NA,1.2221211991235537,NA,0.23660747208798455,0.28037383177570097,0.20196523713861475,NA,3,2.4547483524150104,79,NA,-0.08080176743014286,NA,0.9358039553607747,-0.00909090909090922,0.05000051652892562,NA,-0.10000000000000142,1.2375966910186262,TRUE,TRUE,0.2594675882066224,0.1641528763505249,TRUE,0.3274885480807468,1
garciacastro2020,NA,stats,close,done,2022-2023,social,2020,no,yes,yes,no,yes,between,1,1,372,"MCI2:m1=5.50[5.31,5.68],m2=5.18[5.00,5.37]",yes,118,"MCI2:m1=5.79[5.39,6.19],m2=5.63[5.19,6.06]",0,0,NA,370,NA,4.801040967941369,NA,2.295360567130265e-6,0.24925762755526293,0.010836195382922686,NA,0.3200000000000003,0.06665221191337023,116,NA,1.0659021124784613,NA,0.2886814205122089,0.0985426851581148,0.03393945195253462,NA,0.16000000000000014,0.15010759255178158,TRUE,FALSE,0.32996538837553135,2.333659705056057e-5,TRUE,0.4792064423063147,0
gick1983,NA,pred_int,very close,done,2018-2019,cognitive,1983,no,no,yes,no,yes,between,1,1,143,"prop45/73,28/70",yes,175,"prop:32/82,13/93",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21643835616438356,0.08165478817252128,NA,NA,NA,NA,NA,NA,NA,NA,0.2504589562024653,0.064767517980732,TRUE,NA,0.7441045629487997,NA,NA,NA,1
gray2007,NA,exp,close,done,2014-2015,social,2007,no,no,yes,no,yes,mixed,0,78,1800,NA,NA,54,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
greene2008,NA,exp,very close,done,2012-2013,cognitive,2008,no,no,yes,no,yes,within,0,40,82,"F(1,62.9)=8.5",yes,25,NA,0,0,NA,1,62.9,NA,8.5,0.004915603368500623,0.36760731104690386,0.062674384708283,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
krauss2003,NA,exp,close,done,2018-2019,cognitive,2003,no,no,yes,no,yes,between,1,1,101,NA,no,19,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
li2020,NA,stats,far,done,2021-2022,cognitive,2020,yes,no,yes,no,yes,between,0,50,793,"MSE2:m1=1.61(.02),m2=2.66(.06)",yes,37,"MSE2:m1=1.585200(0.0960001),m2=1.893182(0.1916497)",0.5,0.75,0.5,791,NA,-33.224897370943594,NA,3.263116355152226e-152,1.1805953200544685,0.005922954167550135,NA,1.05,0.03160280642185712,35,NA,-2.9144087953709503,NA,0.006174830360554366,0.4857347992284917,0.11129646344839923,NA,0.307982,0.10567563496554695,FALSE,FALSE,1.7287060671833387e-11,4.53201698391581e-10,FALSE,0.0034697544722490647,0.5
long2017,NA,stats,very close,done,2019-2020,cognitive,2017,yes,yes,yes,no,yes,within,0,480,16,"F(1,15)=14.3",yes,16,"F(1,15)=13.201595",1,1,NA,1,15,NA,14.3,0.0018103119797845122,0.9763879010584541,0.2633333333333333,17,NA,NA,1,15,NA,13.201595,0.0024518702851406564,0.938139826109804,0.2611795980392157,17,NA,NA,TRUE,TRUE,0.9178636210080988,0.9178636210080988,TRUE,0.9284946849731015,1
mirault2018,exp,pred_int,far,done,2020-2021,cognitive,2018,no,yes,yes,no,yes,within,0,160,94,bse:b=.03(.004),yes,24,bseb=0.0548801(0.0136369),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.004,NA,NA,NA,NA,NA,NA,NA,NA,0.0548801,0.0136369,TRUE,NA,0.0799960097859509,NA,NA,NA,1
morris2008,exp,stats,very close,done,2011-2012,cognitive,2008,no,no,yes,no,yes,within,0,48,24,"F(1,23)=92.34",yes,35,"F(1,34)=24.61",0,0,NA,1,23,NA,92.34,1.6125758917430492e-9,2.0036922440074605,0.24029565217391305,25,NA,NA,1,34,NA,24.61,1.930568266665211e-5,0.8507781904890162,0.1211642156862745,36,NA,NA,FALSE,FALSE,1.8348221329844705e-5,1.8348221329844705e-5,FALSE,7.315585546727732e-4,0
ngo2019,NA,stats,very close,done,2021-2022,cognitive,2019,no,yes,yes,no,yes,within,0,144,31,"MSE1:m1=.07(.01),comp=0",yes,12,"MSE1:m1=.04(.07),comp=0",0,0,NA,30,NA,7.000000000000001,NA,8.869958667220604e-8,1.2780193008453877,0.15537634408602152,NA,0.07,0.01,11,NA,0.5714285714285714,NA,0.5791975568762442,0.1722921969015792,0.33457019171304886,NA,0.04,0.07,TRUE,FALSE,0.6713732405408726,0.002722459310511738,FALSE,0.00918933763867713,0
reinecke2013,NA,exp,very close,done,2018-2019,non-psych,2013,no,yes,yes,no,yes,within,0,65,184,NA,NA,82,NA,0,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25
reis2018,NA,stats,close,done,2022-2023,social,2018,no,yes,yes,no,yes,between,0,16,350,"MSD2:m1=12.27(4.38),m2=10.51(5.04)",no,208,"MSD2:m1=12.3(4.38),m2=10.5(5.04)",0,0,NA,348,NA,6.9637171581735675,NA,1.6609766089693626e-11,0.3727592333054192,0.011627070637163492,NA,1.7599999999999998,0.2527385819991589,206,NA,5.484959432464125,NA,1.2046894091833278e-7,-0.38123103406236075,0.019580137262817925,NA,-1.8000000000000007,0.32817015734815536,FALSE,FALSE,0,0,FALSE,3.576573002035399e-4,0
semrow2020,NA,stats,very close,done,2019-2020,social,2020,no,yes,yes,no,yes,mixed,1,2,101,"F(1,98)=22.39",yes,104,"F(1,100)=2.778",0.75,1,0.75,1,98,NA,22.39,7.487351673437247e-6,0.4779847149806174,0.04114234693877551,100,NA,NA,1,100,NA,2.778,0.09869667192376513,0.16667333320000532,0.03935186274509804,102,NA,NA,FALSE,FALSE,4.548369614276737e-8,4.548369614276737e-8,TRUE,0.15249117652758648,0.75
shariff2014,NA,stats,very close,done,2014-2015,social,2014,no,no,yes,no,yes,between,1,1,88,"MSD2:m1=3.10(1.48),m2=3.83(1.77)",yes,64,"MSD2:m1=3.12(1.78),m2=3.35(1.87)",0.5,0,0,86,NA,-4.173563381588134,NA,7.148536333053842e-5,0.4474529616340653,0.0465921258686085,NA,0.73,0.17491048613767995,62,NA,-1.0000075015096788,NA,0.32119388126594706,0.1259891027711266,0.06262400979700838,NA,0.22999999999999998,0.22999827466571646,TRUE,FALSE,0.08355971223024072,3.8147200087434996e-5,TRUE,0.15132435042511583,0
shavit2022,NA,pred_int,very close,done,2022-2023,other-psych,2022,yes,no,yes,no,yes,between,1,1,555,"bci:b=-.42[-.88,-.02]",no,150,bse:b=.2664(.3766),0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.2193877551020408,NA,NA,NA,NA,NA,NA,NA,NA,-0.2664,0.3766,TRUE,NA,0.11528382153921046,NA,NA,NA,0
